Timestamp,y,y1,y2,y3
2026-07-30 15:05:28,64.34,58.48,25.05,97.09
2026-07-30 15:06:28,1.16,31.53,33.42,1.15
2026-07-30 15:07:28,49.23,8.04,84.8,90.27
2026-07-30 15:08:28,91.88,93.07,5.17,26.54
2026-07-30 15:09:28,81.28,39.47,18.92,47.91
2026-07-30 15:10:28,22.33,79.1,32.63,9.16
2026-07-30 15:11:28,82.68,90.7,0.93,65.96
2026-07-30 15:12:28,81.56,73.47,9.67,61.37
2026-07-30 15:13:28,21.51,97.41,90.09,86.53
2026-07-30 15:14:28,53.82,27.16,92.62,11.82
2026-07-30 15:15:28,55.72,91.37,11.14,20.45
2026-07-30 15:16:28,71.16,87.94,80.62,91.97
2026-07-30 15:17:28,31.75,36.46,62.3,70.22
2026-07-30 15:18:28,16.77,38.28,31.44,49.82
2026-07-30 15:19:28,47.6,87.82,17.72,65.58
2026-07-30 15:20:28,51.17,49.23,35.06,9.29
2026-07-30 15:21:28,64.65,8.79,78.93,45.06
2026-07-30 15:22:28,82.51,46.51,50.5,88.8
2026-07-30 15:23:28,16.78,58.0,99.81,39.91
2026-07-30 15:24:28,8.15,48.81,43.22,70.66
2026-07-30 15:25:28,99.12,30.57,26.43,83.6
2026-07-30 15:26:28,0.07,72.13,31.09,96.62
2026-07-30 15:27:28,14.9,21.19,67.93,85.41
2026-07-30 15:28:28,2.83,42.42,36.05,72.75
2026-07-30 15:29:28,12.07,86.66,38.85,94.21
2026-07-30 15:30:28,66.8,91.4,45.94,5.84
2026-07-30 15:31:28,33.94,30.55,28.32,67.74
2026-07-30 15:32:28,98.22,32.02,68.78,61.36
2026-07-30 15:33:28,15.47,87.32,1.3,53.14
2026-07-30 15:34:28,41.62,39.88,23.36,97.66
2026-07-30 15:35:28,70.5,59.08,79.05,6.78
2026-07-30 15:36:28,24.82,67.79,30.25,41.68
2026-07-30 15:37:28,25.14,60.22,25.44,71.25
2026-07-30 15:38:28,77.52,6.24,16.06,80.3
2026-07-30 15:39:28,42.28,3.79,54.61,97.96
2026-07-30 15:40:28,1.94,70.55,74.16,56.95
2026-07-30 15:41:28,26.19,46.79,54.52,54.83
2026-07-30 15:42:28,84.61,87.39,4.11,48.52
2026-07-30 15:43:28,81.55,63.18,70.16,90.31
2026-07-30 15:44:28,82.73,37.86,55.21,88.41
2026-07-30 15:45:28,48.71,86.48,63.78,50.85
2026-07-30 15:46:28,3.04,10.07,96.76,35.29
2026-07-30 15:47:28,2.87,88.79,58.88,51.73
2026-07-30 15:48:28,56.39,63.15,72.2,90.48
2026-07-30 15:49:28,0.8,26.22,24.62,57.74
2026-07-30 15:50:28,76.97,38.24,89.62,51.12
2026-07-30 15:51:28,92.2,57.8,6.81,33.38
2026-07-30 15:52:28,75.28,11.17,72.25,22.21
2026-07-30 15:53:28,45.99,50.52,24.98,41.42
2026-07-30 15:54:28,92.44,85.74,48.67,85.3
2026-07-30 15:55:28,48.52,5.34,30.42,28.39
2026-07-30 15:56:28,70.49,9.26,82.45,26.48
2026-07-30 15:57:28,6.72,86.57,18.25,57.95
2026-07-30 15:58:28,32.43,61.89,38.23,50.39
2026-07-30 15:59:28,8.93,41.74,19.07,34.79
2026-07-30 16:00:28,2.3,42.97,76.69,12.52
2026-07-30 16:01:28,55.0,11.05,7.3,59.29
2026-07-30 16:02:28,68.16,33.67,5.46,29.62
2026-07-30 16:03:28,23.23,91.69,86.59,34.87
2026-07-30 16:04:28,50.37,70.65,47.15,8.97
2026-07-30 16:05:28,79.42,52.64,19.45,24.08
2026-07-30 16:06:28,28.93,11.25,73.23,83.92
2026-07-30 16:07:28,41.26,45.17,63.07,79.02
2026-07-30 16:08:28,23.01,8.22,61.97,40.6
2026-07-30 16:09:28,63.99,97.12,62.89,4.56
2026-07-30 16:10:28,55.8,23.66,21.11,68.5
2026-07-30 16:11:28,36.28,73.18,53.26,35.94
2026-07-30 16:12:28,15.03,54.13,4.43,24.13
2026-07-30 16:13:28,35.97,73.68,59.83,34.82
2026-07-30 16:14:28,51.85,87.87,54.82,82.13
2026-07-30 16:15:28,90.07,3.12,63.6,9.14
2026-07-30 16:16:28,27.7,13.85,97.73,91.15
2026-07-30 16:17:28,10.79,58.41,97.34,71.11
2026-07-30 16:18:28,70.77,19.75,65.55,43.99
2026-07-30 16:19:28,45.49,87.51,85.45,33.69
2026-07-30 16:20:28,38.6,84.24,42.61,53.98
2026-07-30 16:21:28,49.34,55.51,66.66,96.64
2026-07-30 16:22:28,76.88,31.84,16.59,12.68
2026-07-30 16:23:28,42.86,1.4,84.6,30.41
2026-07-30 16:24:28,23.71,57.7,36.32,73.55
2026-07-30 16:25:28,20.89,40.33,89.2,63.84
2026-07-30 16:26:28,85.13,44.45,55.66,9.41
2026-07-30 16:27:28,2.72,49.46,94.24,33.96
2026-07-30 16:28:28,3.62,39.7,3.46,74.04
2026-07-30 16:29:28,95.18,30.27,88.02,42.4
2026-07-30 16:30:28,49.09,11.29,10.5,43.44
2026-07-30 16:31:28,2.28,16.19,73.1,62.67
2026-07-30 16:32:28,25.63,4.05,28.11,27.45
2026-07-30 16:33:28,73.53,76.56,59.53,10.93
2026-07-30 16:34:28,93.26,26.01,50.82,99.14
2026-07-30 16:35:28,81.58,88.81,38.83,22.47
2026-07-30 16:36:28,65.43,46.03,81.63,74.39
2026-07-30 16:37:28,10.73,80.04,8.74,91.61
2026-07-30 16:38:28,95.1,83.35,19.23,39.99
2026-07-30 16:39:28,18.42,46.43,37.78,70.32
2026-07-30 16:40:28,81.2,5.74,27.95,71.31
2026-07-30 16:41:28,27.13,8.12,75.91,9.81
2026-07-30 16:42:28,16.15,53.85,70.91,29.53
2026-07-30 16:43:28,32.53,23.19,91.21,58.81
2026-07-30 16:44:28,77.37,62.79,89.16,71.37
2026-07-30 16:45:28,52.69,79.39,45.71,7.81
2026-07-30 16:46:28,92.89,5.95,32.52,23.39
2026-07-30 16:47:28,36.94,98.33,2.04,45.33
2026-07-30 16:48:28,62.53,92.05,93.74,92.39
2026-07-30 16:49:28,14.52,51.65,94.73,23.09
2026-07-30 16:50:28,4.8,26.59,3.37,83.0
2026-07-30 16:51:28,61.46,57.34,97.44,89.2
2026-07-30 16:52:28,21.72,83.28,3.43,43.98
2026-07-30 16:53:28,0.85,67.41,78.1,75.42
2026-07-30 16:54:28,55.81,87.29,24.55,96.23
2026-07-30 16:55:28,23.6,49.18,31.43,92.32
2026-07-30 16:56:28,45.73,43.63,32.72,30.59
2026-07-30 16:57:28,94.89,67.89,37.33,88.06
2026-07-30 16:58:28,32.67,8.36,41.31,25.7
2026-07-30 16:59:28,24.37,44.61,17.38,95.71
2026-07-30 17:00:28,98.54,55.41,63.25,65.65
2026-07-30 17:01:28,61.98,24.91,57.22,58.32
2026-07-30 17:02:28,66.46,19.68,23.3,41.0
2026-07-30 17:03:28,20.09,39.62,47.47,46.37
2026-07-30 17:04:28,30.8,82.25,73.41,13.33
2026-07-30 17:05:28,18.87,74.65,43.93,64.55
2026-07-30 17:06:28,28.93,96.37,86.63,55.02
2026-07-30 17:07:28,43.3,86.29,11.4,94.97
2026-07-30 17:08:28,50.2,1.34,93.62,78.3
2026-07-30 17:09:28,95.01,82.47,83.17,7.49
2026-07-30 17:10:28,32.55,13.26,36.43,73.38
2026-07-30 17:11:28,15.18,96.88,53.1,4.17
2026-07-30 17:12:28,42.24,78.77,32.08,23.02
2026-07-30 17:13:28,45.08,29.6,97.88,66.57
2026-07-30 17:14:28,48.48,39.11,41.33,39.69
2026-07-30 17:15:28,87.45,22.61,59.45,78.06
2026-07-30 17:16:28,9.24,8.22,37.45,75.31
2026-07-30 17:17:28,26.62,30.16,76.04,29.75
2026-07-30 17:18:28,62.27,97.28,93.2,25.43
2026-07-30 17:19:28,95.26,55.36,93.24,30.78
2026-07-30 17:20:28,69.42,53.38,54.26,19.99
2026-07-30 17:21:28,36.83,72.19,9.49,90.56
2026-07-30 17:22:28,3.51,89.46,69.41,27.89
2026-07-30 17:23:28,60.02,83.12,44.92,40.22
2026-07-30 17:24:28,66.2,48.9,47.67,17.48
2026-07-30 17:25:28,72.9,77.04,2.59,71.93
2026-07-30 17:26:28,12.61,97.96,36.47,84.46
2026-07-30 17:27:28,73.66,93.94,19.89,75.38
2026-07-30 17:28:28,42.77,20.95,39.04,23.59
2026-07-30 17:29:28,29.95,54.58,14.52,11.37
2026-07-30 17:30:28,67.72,37.16,6.37,81.85
2026-07-30 17:31:28,98.71,2.65,21.08,65.42
2026-07-30 17:32:28,33.74,89.18,66.56,17.38
2026-07-30 17:33:28,51.78,94.13,40.52,17.15
2026-07-30 17:34:28,21.31,1.74,40.44,29.47
2026-07-30 17:35:28,5.49,85.97,16.97,55.96
2026-07-30 17:36:28,14.29,82.97,90.69,80.57
2026-07-30 17:37:28,62.24,55.04,0.43,32.22
2026-07-30 17:38:28,95.34,53.68,11.57,93.26
2026-07-30 17:39:28,12.85,69.92,97.76,6.43
2026-07-30 17:40:28,95.34,56.34,37.45,46.26
2026-07-30 17:41:28,8.6,54.91,15.19,49.94
2026-07-30 17:42:28,38.81,45.88,22.86,56.07
2026-07-30 17:43:28,57.16,38.91,58.84,76.21
2026-07-30 17:44:28,51.23,95.36,48.7,53.1
2026-07-30 17:45:28,13.32,11.58,6.1,81.65
2026-07-30 17:46:28,5.95,90.11,34.51,8.34
2026-07-30 17:47:28,16.98,59.73,19.92,12.2
2026-07-30 17:48:28,10.9,64.28,23.71,29.18
2026-07-30 17:49:28,55.52,15.53,21.13,46.66
2026-07-30 17:50:28,48.13,54.21,11.26,53.45
2026-07-30 17:51:28,80.78,67.59,46.38,55.73
2026-07-30 17:52:28,57.93,57.51,42.71,68.52
2026-07-30 17:53:28,31.84,99.27,81.18,26.57
2026-07-30 17:54:28,9.93,58.07,43.03,26.25
2026-07-30 17:55:28,24.52,60.3,85.08,67.32
2026-07-30 17:56:28,98.02,54.41,29.23,93.62
2026-07-30 17:57:28,60.38,14.89,51.28,38.29
2026-07-30 17:58:28,81.37,58.32,54.33,82.58
2026-07-30 17:59:28,54.14,60.21,17.72,19.53
2026-07-30 18:00:28,60.51,34.88,30.56,96.94
2026-07-30 18:01:28,46.8,40.41,84.89,69.06
2026-07-30 18:02:28,77.88,74.26,83.61,63.05
2026-07-30 18:03:28,99.31,40.96,6.21,1.17
2026-07-30 18:04:28,83.69,6.88,73.52,70.13
2026-07-30 18:05:28,27.83,49.43,20.21,24.52
2026-07-30 18:06:28,19.54,12.27,59.89,29.48
2026-07-30 18:07:28,44.42,95.93,65.11,68.99
2026-07-30 18:08:28,9.5,97.04,41.33,26.96
2026-07-30 18:09:28,53.35,38.24,96.83,56.02
2026-07-30 18:10:28,61.76,38.36,15.21,17.05
2026-07-30 18:11:28,46.68,33.03,90.55,88.79
2026-07-30 18:12:28,71.68,48.28,35.78,21.73
2026-07-30 18:13:28,9.12,2.19,61.1,46.5
2026-07-30 18:14:28,97.73,26.64,85.75,9.28
2026-07-30 18:15:28,36.69,76.22,20.35,66.27
2026-07-30 18:16:28,10.68,30.92,21.45,86.82
2026-07-30 18:17:28,58.48,86.93,0.39,23.53
2026-07-30 18:18:28,36.02,45.03,71.02,54.61
2026-07-30 18:19:28,26.06,72.36,57.94,94.49
2026-07-30 18:20:28,43.26,24.67,52.27,46.65
2026-07-30 18:21:28,11.26,79.13,58.67,22.46
2026-07-30 18:22:28,28.71,92.23,63.92,24.25
2026-07-30 18:23:28,87.55,28.95,81.95,51.13
2026-07-30 18:24:28,52.1,41.34,2.16,77.75
2026-07-30 18:25:28,68.8,84.51,58.87,40.29
2026-07-30 18:26:28,55.44,88.61,35.98,11.81
2026-07-30 18:27:28,78.07,42.89,35.79,9.09
2026-07-30 18:28:28,77.19,49.35,56.32,80.45
2026-07-30 18:29:28,28.88,70.68,29.47,32.46
2026-07-30 18:30:28,11.26,77.92,27.73,23.59
2026-07-30 18:31:28,1.81,26.35,85.34,37.43
2026-07-30 18:32:28,27.84,27.53,55.4,67.59
2026-07-30 18:33:28,98.52,9.88,38.28,79.51
2026-07-30 18:34:28,38.48,19.68,25.93,3.86
2026-07-30 18:35:28,68.09,8.66,47.58,21.52
2026-07-30 18:36:28,99.92,99.26,95.38,76.56
2026-07-30 18:37:28,15.31,15.82,45.25,82.87
2026-07-30 18:38:28,33.92,88.95,59.86,69.05
2026-07-30 18:39:28,43.74,90.15,47.85,65.39
2026-07-30 18:40:28,52.01,73.23,33.93,68.71
2026-07-30 18:41:28,59.8,74.39,91.63,10.7
2026-07-30 18:42:28,86.09,17.3,46.56,60.74
2026-07-30 18:43:28,68.68,46.93,30.14,88.91
2026-07-30 18:44:28,55.67,81.11,22.06,83.19
2026-07-30 18:45:28,24.22,60.68,72.42,73.39
2026-07-30 18:46:28,77.91,74.13,27.1,54.54
2026-07-30 18:47:28,45.39,69.31,1.87,21.8
2026-07-30 18:48:28,34.03,64.48,57.21,21.69
2026-07-30 18:49:28,22.73,24.55,19.95,1.64
2026-07-30 18:50:28,13.66,75.58,45.59,18.74
2026-07-30 18:51:28,73.8,55.81,59.13,41.51
2026-07-30 18:52:28,70.32,68.8,23.07,10.87
2026-07-30 18:53:28,97.6,85.67,47.28,92.85
2026-07-30 18:54:28,70.15,27.37,11.01,63.33
2026-07-30 18:55:28,31.62,38.32,11.13,51.4
2026-07-30 18:56:28,73.28,63.21,66.8,25.49
2026-07-30 18:57:28,25.75,80.61,2.16,16.49
2026-07-30 18:58:28,10.59,86.57,74.88,10.6
2026-07-30 18:59:28,88.72,61.62,17.05,35.73
2026-07-30 19:00:28,91.11,84.13,73.66,65.94
2026-07-30 19:01:28,81.33,25.25,26.52,81.51
2026-07-30 19:02:28,75.63,48.42,26.6,14.78
2026-07-30 19:03:28,7.41,56.99,18.51,98.64
2026-07-30 19:04:28,99.75,26.51,40.66,16.62
2026-07-30 19:05:28,29.15,89.35,2.95,61.38
2026-07-30 19:06:28,51.28,18.44,39.16,94.32
2026-07-30 19:07:28,34.38,24.1,50.09,3.57
2026-07-30 19:08:28,54.11,50.82,13.46,64.13
2026-07-30 19:09:28,77.33,5.56,86.04,19.96
2026-07-30 19:10:28,93.78,34.41,29.75,25.46
2026-07-30 19:11:28,6.14,50.93,49.42,42.27
2026-07-30 19:12:28,20.18,7.5,3.9,67.44
2026-07-30 19:13:28,32.55,6.11,95.51,77.73
2026-07-30 19:14:28,23.61,50.51,11.55,70.74
2026-07-30 19:15:28,41.85,17.19,6.34,60.5
2026-07-30 19:16:28,62.79,86.93,59.7,85.59
2026-07-30 19:17:28,88.15,93.65,42.89,32.04
2026-07-30 19:18:28,57.53,78.87,40.84,25.3
2026-07-30 19:19:28,7.59,62.13,40.95,7.03
2026-07-30 19:20:28,61.78,20.73,84.79,2.32
2026-07-30 19:21:28,68.79,38.23,55.97,64.43
2026-07-30 19:22:28,92.1,12.36,65.38,94.54
2026-07-30 19:23:28,98.26,16.55,29.65,29.18
2026-07-30 19:24:28,78.96,20.33,14.25,25.18
2026-07-30 19:25:28,43.85,91.52,9.31,58.66
2026-07-30 19:26:28,12.59,71.02,63.7,27.8
2026-07-30 19:27:28,60.82,74.55,8.64,63.07
2026-07-30 19:28:28,65.03,87.93,96.76,46.01
2026-07-30 19:29:28,24.45,43.01,21.22,23.09
2026-07-30 19:30:28,76.95,1.17,10.41,10.56
2026-07-30 19:31:28,22.71,39.71,18.47,82.49
2026-07-30 19:32:28,23.21,69.24,26.94,97.37
2026-07-30 19:33:28,37.17,44.36,86.49,65.24
2026-07-30 19:34:28,90.02,79.76,18.91,49.52
2026-07-30 19:35:28,74.77,73.14,33.67,20.08
2026-07-30 19:36:28,87.79,97.11,17.39,55.15
2026-07-30 19:37:28,69.59,43.85,50.48,80.89
2026-07-30 19:38:28,96.08,1.4,46.89,99.12
2026-07-30 19:39:28,10.5,50.55,96.15,86.82
2026-07-30 19:40:28,11.98,38.1,59.26,40.91
2026-07-30 19:41:28,68.5,86.42,50.76,42.25
2026-07-30 19:42:28,86.04,56.18,11.54,89.84
2026-07-30 19:43:28,79.59,93.39,88.91,65.07
2026-07-30 19:44:28,32.48,77.27,18.34,30.71
2026-07-30 19:45:28,99.75,89.88,14.54,1.86
2026-07-30 19:46:28,0.65,62.17,6.49,78.24
2026-07-30 19:47:28,34.83,2.47,35.8,45.65
2026-07-30 19:48:28,21.77,21.75,36.33,25.25
2026-07-30 19:49:28,37.24,73.45,82.2,75.0
2026-07-30 19:50:28,42.5,11.68,32.14,95.06
2026-07-30 19:51:28,92.8,43.91,64.17,14.2
2026-07-30 19:52:28,75.3,21.2,79.43,51.66
2026-07-30 19:53:28,96.11,15.22,2.21,86.82
2026-07-30 19:54:28,0.34,63.51,95.26,64.2
2026-07-30 19:55:28,50.38,50.29,60.9,13.48
2026-07-30 19:56:28,79.79,40.9,91.85,24.66
2026-07-30 19:57:28,88.18,30.14,3.39,1.45
2026-07-30 19:58:28,45.94,52.85,82.54,40.61
2026-07-30 19:59:28,31.86,79.57,51.56,67.42
2026-07-30 20:00:28,23.05,54.97,32.26,89.95
2026-07-30 20:01:28,99.65,45.99,68.25,85.7
2026-07-30 20:02:28,60.4,87.22,58.98,74.99
2026-07-30 20:03:28,2.65,19.4,22.63,99.51
2026-07-30 20:04:28,93.38,37.55,88.2,13.32
2026-07-30 20:05:28,74.86,55.03,87.58,78.1
2026-07-30 20:06:28,10.09,28.43,54.46,33.96
2026-07-30 20:07:28,98.39,95.41,54.92,12.7
2026-07-30 20:08:28,43.11,34.71,8.86,60.13
2026-07-30 20:09:28,76.79,83.18,15.27,94.21
2026-07-30 20:10:28,39.07,27.5,60.54,21.51
2026-07-30 20:11:28,84.28,52.02,55.73,65.5
2026-07-30 20:12:28,93.18,40.8,58.34,76.13
2026-07-30 20:13:28,79.86,96.0,49.32,93.08
2026-07-30 20:14:28,38.28,12.43,18.72,37.48
2026-07-30 20:15:28,45.39,75.24,20.82,61.96
2026-07-30 20:16:28,57.04,70.31,63.66,80.2
2026-07-30 20:17:28,15.77,79.01,39.33,39.43
2026-07-30 20:18:28,46.43,95.62,30.93,44.52
2026-07-30 20:19:28,69.65,43.83,11.71,97.25
2026-07-30 20:20:28,90.34,12.39,46.85,75.4
2026-07-30 20:21:28,83.63,36.28,11.07,23.23
2026-07-30 20:22:28,98.29,63.37,26.5,29.66
2026-07-30 20:23:28,91.51,67.08,84.35,90.93
2026-07-30 20:24:28,87.67,7.44,96.88,86.38
2026-07-30 20:25:28,58.49,90.78,49.48,15.9
2026-07-30 20:26:28,88.34,95.93,95.06,65.81
2026-07-30 20:27:28,28.3,45.18,77.19,96.14
2026-07-30 20:28:28,67.59,5.94,62.64,47.8
2026-07-30 20:29:28,22.47,57.02,40.23,32.1
2026-07-30 20:30:28,35.96,69.53,45.22,71.37
2026-07-30 20:31:28,82.58,52.54,74.97,51.01
2026-07-30 20:32:28,46.62,32.03,42.95,14.48
2026-07-30 20:33:28,35.25,97.56,64.36,77.8
2026-07-30 20:34:28,73.92,81.76,46.74,0.72
2026-07-30 20:35:28,62.77,51.8,22.0,30.97
2026-07-30 20:36:28,26.35,45.74,30.28,31.14
2026-07-30 20:37:28,6.67,42.81,14.56,82.7
2026-07-30 20:38:28,3.77,84.71,8.9,66.58
2026-07-30 20:39:28,99.53,19.99,52.65,39.55
2026-07-30 20:40:28,93.15,38.32,62.94,58.27
2026-07-30 20:41:28,55.57,8.6,90.29,25.93
2026-07-30 20:42:28,94.64,55.62,80.86,89.69
2026-07-30 20:43:28,40.88,43.77,41.51,78.32
2026-07-30 20:44:28,28.21,98.32,14.92,70.62
2026-07-30 20:45:28,79.23,52.26,71.05,5.06
2026-07-30 20:46:28,94.17,86.67,95.07,60.65
2026-07-30 20:47:28,20.92,14.4,83.93,67.17
2026-07-30 20:48:28,8.21,64.77,73.85,56.84
2026-07-30 20:49:28,33.02,90.73,33.75,79.92
2026-07-30 20:50:28,18.86,91.03,17.9,74.82
2026-07-30 20:51:28,53.51,69.55,96.97,26.47
2026-07-30 20:52:28,56.88,51.15,92.54,58.03
2026-07-30 20:53:28,11.71,75.86,1.72,72.81
2026-07-30 20:54:28,9.98,94.38,45.2,93.63
2026-07-30 20:55:28,9.97,30.69,13.4,28.13
2026-07-30 20:56:28,19.0,29.78,51.55,48.2
2026-07-30 20:57:28,13.23,87.38,95.34,91.42
2026-07-30 20:58:28,43.26,73.08,9.53,86.92
2026-07-30 20:59:28,45.1,87.32,63.17,15.81
2026-07-30 21:00:28,57.72,12.48,23.87,45.07
2026-07-30 21:01:28,64.05,37.03,91.87,56.68
2026-07-30 21:02:28,86.01,55.87,36.71,90.12
2026-07-30 21:03:28,15.12,16.9,14.89,9.87
2026-07-30 21:04:28,61.46,81.59,66.14,82.05
2026-07-30 21:05:28,80.03,16.28,41.77,17.67
2026-07-30 21:06:28,51.22,46.13,19.07,25.32
2026-07-30 21:07:28,64.48,11.75,87.88,86.48
2026-07-30 21:08:28,93.56,90.61,78.9,55.72
2026-07-30 21:09:28,24.55,2.42,98.11,35.74
2026-07-30 21:10:28,42.64,12.33,69.59,26.1
2026-07-30 21:11:28,85.47,18.68,37.97,43.8
2026-07-30 21:12:28,53.66,0.59,85.03,84.51
2026-07-30 21:13:28,5.12,1.82,52.22,69.25
2026-07-30 21:14:28,80.02,94.18,28.63,27.8
2026-07-30 21:15:28,81.15,52.99,1.93,25.17
2026-07-30 21:16:28,10.84,94.17,17.08,19.61
2026-07-30 21:17:28,86.3,48.56,53.87,16.85
2026-07-30 21:18:28,31.05,95.97,70.06,96.93
2026-07-30 21:19:28,48.42,94.9,10.08,73.83
2026-07-30 21:20:28,78.72,2.11,87.16,72.88
2026-07-30 21:21:28,15.32,80.99,80.22,5.08
2026-07-30 21:22:28,91.28,43.29,48.96,83.7
2026-07-30 21:23:28,29.43,34.33,61.06,82.19
2026-07-30 21:24:28,60.81,18.03,11.28,93.16
2026-07-30 21:25:28,0.51,77.78,21.09,26.97
2026-07-30 21:26:28,27.95,54.46,15.53,2.73
2026-07-30 21:27:28,39.09,34.78,85.24,76.58
2026-07-30 21:28:28,54.54,60.34,64.19,58.66
2026-07-30 21:29:28,60.55,32.9,66.21,79.08
2026-07-30 21:30:28,35.19,18.99,21.0,59.12
2026-07-30 21:31:28,20.11,44.39,1.38,50.28
2026-07-30 21:32:28,44.33,91.01,21.38,35.3
2026-07-30 21:33:28,40.33,76.32,37.94,28.0
2026-07-30 21:34:28,72.42,89.85,26.45,53.02
2026-07-30 21:35:28,25.29,92.28,42.15,23.82
2026-07-30 21:36:28,25.54,93.01,37.16,3.33
2026-07-30 21:37:28,8.46,40.21,68.88,7.81
2026-07-30 21:38:28,8.38,44.58,14.3,10.1
2026-07-30 21:39:28,39.46,75.4,31.48,99.85
2026-07-30 21:40:28,13.98,15.53,89.25,33.4
2026-07-30 21:41:28,46.6,42.33,48.37,55.15
2026-07-30 21:42:28,14.53,89.67,83.24,86.19
2026-07-30 21:43:28,55.84,64.07,80.06,61.03
2026-07-30 21:44:28,12.45,81.12,26.5,86.87
2026-07-30 21:45:28,88.25,9.17,20.3,50.24
2026-07-30 21:46:28,34.95,63.25,58.24,98.15
2026-07-30 21:47:28,70.35,4.18,53.84,23.01
2026-07-30 21:48:28,13.89,75.51,90.68,68.83
2026-07-30 21:49:28,5.99,77.25,64.74,87.24
2026-07-30 21:50:28,20.25,17.77,45.07,58.33
2026-07-30 21:51:28,56.89,4.42,27.2,81.98
2026-07-30 21:52:28,1.17,55.3,21.07,9.68
2026-07-30 21:53:28,93.09,17.58,44.77,9.22
2026-07-30 21:54:28,36.83,7.3,1.3,58.12
2026-07-30 21:55:28,31.86,19.92,6.03,83.51
2026-07-30 21:56:28,98.02,40.62,65.15,15.11
2026-07-30 21:57:28,46.8,65.81,70.06,28.81
2026-07-30 21:58:28,16.44,95.06,48.56,4.48
2026-07-30 21:59:28,72.96,64.12,25.53,58.83
2026-07-30 22:00:28,55.99,69.39,55.99,30.57
2026-07-30 22:01:28,13.03,37.46,21.19,27.79
2026-07-30 22:02:28,80.73,17.1,67.45,31.09
2026-07-30 22:03:28,96.37,99.17,51.81,36.85
2026-07-30 22:04:28,32.86,24.62,20.78,68.1
2026-07-30 22:05:28,34.03,69.83,71.83,67.14
2026-07-30 22:06:28,80.09,9.55,64.06,41.64
2026-07-30 22:07:28,11.4,65.31,10.2,15.29
2026-07-30 22:08:28,29.02,59.39,29.0,70.79
